dataset,sequence,camera,split,pair_id,query_frame,reference_frame,query_image_path,reference_image_path,temporal_separation_frames,spatial_distance_m,heading_difference_deg,traversal_class,pair_class,binary_label
KITTI_odometry,05,image_0,stress,05_002571_000831,2571,831,sequences/05/image_0/002571.png,sequences/05/image_0/000831.png,1740,20.524825597,1.093919198,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000832,2571,832,sequences/05/image_0/002571.png,sequences/05/image_0/000832.png,1739,21.284634456,0.965074109,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000833,2571,833,sequences/05/image_0/002571.png,sequences/05/image_0/000833.png,1738,22.058580584,0.794497046,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000834,2571,834,sequences/05/image_0/002571.png,sequences/05/image_0/000834.png,1737,22.843637071,0.615171770,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000835,2571,835,sequences/05/image_0/002571.png,sequences/05/image_0/000835.png,1736,23.633095192,0.444864579,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000836,2571,836,sequences/05/image_0/002571.png,sequences/05/image_0/000836.png,1735,24.430742349,0.324894040,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000837,2571,837,sequences/05/image_0/002571.png,sequences/05/image_0/000837.png,1734,25.233411669,0.224741124,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000838,2571,838,sequences/05/image_0/002571.png,sequences/05/image_0/000838.png,1733,26.043119385,0.132049561,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000839,2571,839,sequences/05/image_0/002571.png,sequences/05/image_0/000839.png,1732,26.854422137,0.098145444,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000840,2571,840,sequences/05/image_0/002571.png,sequences/05/image_0/000840.png,1731,27.664780934,0.057328175,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000841,2571,841,sequences/05/image_0/002571.png,sequences/05/image_0/000841.png,1730,28.474732751,0.037013545,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000842,2571,842,sequences/05/image_0/002571.png,sequences/05/image_0/000842.png,1729,29.285429409,0.009110035,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000843,2571,843,sequences/05/image_0/002571.png,sequences/05/image_0/000843.png,1728,30.102897995,0.022293223,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000844,2571,844,sequences/05/image_0/002571.png,sequences/05/image_0/000844.png,1727,30.926143391,0.056902409,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000845,2571,845,sequences/05/image_0/002571.png,sequences/05/image_0/000845.png,1726,31.754173233,0.082028397,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000846,2571,846,sequences/05/image_0/002571.png,sequences/05/image_0/000846.png,1725,32.580074128,0.105895095,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000847,2571,847,sequences/05/image_0/002571.png,sequences/05/image_0/000847.png,1724,33.405427831,0.183677308,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000848,2571,848,sequences/05/image_0/002571.png,sequences/05/image_0/000848.png,1723,34.230202127,0.289057152,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000849,2571,849,sequences/05/image_0/002571.png,sequences/05/image_0/000849.png,1722,35.052418341,0.393900228,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000850,2571,850,sequences/05/image_0/002571.png,sequences/05/image_0/000850.png,1721,35.875365652,0.491687264,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000851,2571,851,sequences/05/image_0/002571.png,sequences/05/image_0/000851.png,1720,36.694679477,0.572323002,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000852,2571,852,sequences/05/image_0/002571.png,sequences/05/image_0/000852.png,1719,37.509683810,0.679317165,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000853,2571,853,sequences/05/image_0/002571.png,sequences/05/image_0/000853.png,1718,38.322719335,0.795470357,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000854,2571,854,sequences/05/image_0/002571.png,sequences/05/image_0/000854.png,1717,39.134384113,0.897289482,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000855,2571,855,sequences/05/image_0/002571.png,sequences/05/image_0/000855.png,1716,39.941295046,0.991199457,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000856,2571,856,sequences/05/image_0/002571.png,sequences/05/image_0/000856.png,1715,40.742666374,1.056871846,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000857,2571,857,sequences/05/image_0/002571.png,sequences/05/image_0/000857.png,1714,41.536218179,1.141508040,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000858,2571,858,sequences/05/image_0/002571.png,sequences/05/image_0/000858.png,1713,42.326852303,1.166702634,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000859,2571,859,sequences/05/image_0/002571.png,sequences/05/image_0/000859.png,1712,43.109178280,1.160302079,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000860,2571,860,sequences/05/image_0/002571.png,sequences/05/image_0/000860.png,1711,43.882224478,1.136993899,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000861,2571,861,sequences/05/image_0/002571.png,sequences/05/image_0/000861.png,1710,44.640317243,1.093833909,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000862,2571,862,sequences/05/image_0/002571.png,sequences/05/image_0/000862.png,1709,45.382722918,1.077224647,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000863,2571,863,sequences/05/image_0/002571.png,sequences/05/image_0/000863.png,1708,46.105421484,1.073490393,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000864,2571,864,sequences/05/image_0/002571.png,sequences/05/image_0/000864.png,1707,46.810996518,1.106382899,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000865,2571,865,sequences/05/image_0/002571.png,sequences/05/image_0/000865.png,1706,47.499604164,1.189537589,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000866,2571,866,sequences/05/image_0/002571.png,sequences/05/image_0/000866.png,1705,48.168819306,1.267718401,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000867,2571,867,sequences/05/image_0/002571.png,sequences/05/image_0/000867.png,1704,48.822771240,1.384081503,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000868,2571,868,sequences/05/image_0/002571.png,sequences/05/image_0/000868.png,1703,49.457668098,1.528328391,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000869,2571,869,sequences/05/image_0/002571.png,sequences/05/image_0/000869.png,1702,50.066785842,1.712156691,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000870,2571,870,sequences/05/image_0/002571.png,sequences/05/image_0/000870.png,1701,50.656111365,1.883032710,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000871,2571,871,sequences/05/image_0/002571.png,sequences/05/image_0/000871.png,1700,51.222985920,2.048240963,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000872,2571,872,sequences/05/image_0/002571.png,sequences/05/image_0/000872.png,1699,51.771622831,2.217244451,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000873,2571,873,sequences/05/image_0/002571.png,sequences/05/image_0/000873.png,1698,52.299024228,2.356597529,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000874,2571,874,sequences/05/image_0/002571.png,sequences/05/image_0/000874.png,1697,52.805728111,2.414581702,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000875,2571,875,sequences/05/image_0/002571.png,sequences/05/image_0/000875.png,1696,53.290551497,2.322106255,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000876,2571,876,sequences/05/image_0/002571.png,sequences/05/image_0/000876.png,1695,53.754671587,2.113237171,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000877,2571,877,sequences/05/image_0/002571.png,sequences/05/image_0/000877.png,1694,54.205344650,1.752996869,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000878,2571,878,sequences/05/image_0/002571.png,sequences/05/image_0/000878.png,1693,54.648453299,1.245217884,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000879,2571,879,sequences/05/image_0/002571.png,sequences/05/image_0/000879.png,1692,55.087273751,0.563966430,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000880,2571,880,sequences/05/image_0/002571.png,sequences/05/image_0/000880.png,1691,55.526382200,0.343106289,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000881,2571,881,sequences/05/image_0/002571.png,sequences/05/image_0/000881.png,1690,55.957799210,1.372265508,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000882,2571,882,sequences/05/image_0/002571.png,sequences/05/image_0/000882.png,1689,56.389776393,2.521361731,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000883,2571,883,sequences/05/image_0/002571.png,sequences/05/image_0/000883.png,1688,56.807408824,3.812384665,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000884,2571,884,sequences/05/image_0/002571.png,sequences/05/image_0/000884.png,1687,57.222742385,5.292523881,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000885,2571,885,sequences/05/image_0/002571.png,sequences/05/image_0/000885.png,1686,57.636690600,6.999441942,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000886,2571,886,sequences/05/image_0/002571.png,sequences/05/image_0/000886.png,1685,58.031549617,8.882437049,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000887,2571,887,sequences/05/image_0/002571.png,sequences/05/image_0/000887.png,1684,58.432558287,10.903201962,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000888,2571,888,sequences/05/image_0/002571.png,sequences/05/image_0/000888.png,1683,58.809402694,13.032284739,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000889,2571,889,sequences/05/image_0/002571.png,sequences/05/image_0/000889.png,1682,59.190492626,15.245159563,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000890,2571,890,sequences/05/image_0/002571.png,sequences/05/image_0/000890.png,1681,59.544303490,17.502332524,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000891,2571,891,sequences/05/image_0/002571.png,sequences/05/image_0/000891.png,1680,59.909382682,19.818164095,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000892,2571,892,sequences/05/image_0/002571.png,sequences/05/image_0/000892.png,1679,60.248451688,22.207333566,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000893,2571,893,sequences/05/image_0/002571.png,sequences/05/image_0/000893.png,1678,60.587619453,24.694208525,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000894,2571,894,sequences/05/image_0/002571.png,sequences/05/image_0/000894.png,1677,60.898252677,27.256509968,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000895,2571,895,sequences/05/image_0/002571.png,sequences/05/image_0/000895.png,1676,61.219816913,29.880638554,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000896,2571,896,sequences/05/image_0/002571.png,sequences/05/image_0/000896.png,1675,61.532587660,32.590051611,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000897,2571,897,sequences/05/image_0/002571.png,sequences/05/image_0/000897.png,1674,61.811808066,35.281997889,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000898,2571,898,sequences/05/image_0/002571.png,sequences/05/image_0/000898.png,1673,62.105824931,38.009378700,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000899,2571,899,sequences/05/image_0/002571.png,sequences/05/image_0/000899.png,1672,62.364571401,40.767782745,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000900,2571,900,sequences/05/image_0/002571.png,sequences/05/image_0/000900.png,1671,62.657135293,43.710910343,same_direction,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000901,2571,901,sequences/05/image_0/002571.png,sequences/05/image_0/000901.png,1670,62.921685185,46.660660262,oblique,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000902,2571,902,sequences/05/image_0/002571.png,sequences/05/image_0/000902.png,1669,63.194179243,49.461460701,oblique,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000903,2571,903,sequences/05/image_0/002571.png,sequences/05/image_0/000903.png,1668,63.439548019,52.358518346,oblique,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000904,2571,904,sequences/05/image_0/002571.png,sequences/05/image_0/000904.png,1667,63.629902401,55.320218935,oblique,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000905,2571,905,sequences/05/image_0/002571.png,sequences/05/image_0/000905.png,1666,63.843577887,58.318668076,oblique,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000906,2571,906,sequences/05/image_0/002571.png,sequences/05/image_0/000906.png,1665,64.030522027,61.386804962,oblique,negative,0
KITTI_odometry,05,image_0,stress,05_002571_000907,2571,907,sequences/05/image_0/002571.png,sequences/05/image_0/000907.png,1664,64.246614461,64.417875523,oblique,negative,0
KITTI_odometry,05,image_0,stress,05_002571_001538,2571,1538,sequences/05/image_0/002571.png,sequences/05/image_0/001538.png,1033,6.631138173,83.890388237,oblique,ambiguous,
KITTI_odometry,05,image_0,stress,05_002571_001539,2571,1539,sequences/05/image_0/002571.png,sequences/05/image_0/001539.png,1032,6.497484145,84.008843069,oblique,ambiguous,
KITTI_odometry,05,image_0,stress,05_002571_001540,2571,1540,sequences/05/image_0/002571.png,sequences/05/image_0/001540.png,1031,6.368004303,84.127617892,oblique,ambiguous,
KITTI_odometry,05,image_0,stress,05_002571_001541,2571,1541,sequences/05/image_0/002571.png,sequences/05/image_0/001541.png,1030,6.244617645,84.241295536,oblique,ambiguous,
KITTI_odometry,05,image_0,stress,05_002571_001542,2571,1542,sequences/05/image_0/002571.png,sequences/05/image_0/001542.png,1029,6.125725874,84.356207833,oblique,ambiguous,
KITTI_odometry,05,image_0,stress,05_002571_001543,2571,1543,sequences/05/image_0/002571.png,sequences/05/image_0/001543.png,1028,6.009004610,84.477231742,oblique,ambiguous,
KITTI_odometry,05,image_0,stress,05_002571_001544,2571,1544,sequences/05/image_0/002571.png,sequences/05/image_0/001544.png,1027,5.894041624,84.609757655,oblique,ambiguous,
KITTI_odometry,05,image_0,stress,05_002571_001545,2571,1545,sequences/05/image_0/002571.png,sequences/05/image_0/001545.png,1026,5.782351767,84.752094612,oblique,ambiguous,
KITTI_odometry,05,image_0,stress,05_002571_001546,2571,1546,sequences/05/image_0/002571.png,sequences/05/image_0/001546.png,1025,5.673607722,84.888213082,oblique,ambiguous,
KITTI_odometry,05,image_0,stress,05_002571_001547,2571,1547,sequences/05/image_0/002571.png,sequences/05/image_0/001547.png,1024,5.565243523,85.048396722,oblique,ambiguous,
KITTI_odometry,05,image_0,stress,05_002571_001548,2571,1548,sequences/05/image_0/002571.png,sequences/05/image_0/001548.png,1023,5.455016633,85.227317749,oblique,ambiguous,
KITTI_odometry,05,image_0,stress,05_002571_001549,2571,1549,sequences/05/image_0/002571.png,sequences/05/image_0/001549.png,1022,5.346025719,85.412305494,oblique,ambiguous,
KITTI_odometry,05,image_0,stress,05_002571_001550,2571,1550,sequences/05/image_0/002571.png,sequences/05/image_0/001550.png,1021,5.236860088,85.600088010,oblique,ambiguous,
KITTI_odometry,05,image_0,stress,05_002571_001551,2571,1551,sequences/05/image_0/002571.png,sequences/05/image_0/001551.png,1020,5.130053681,85.802568696,oblique,ambiguous,
KITTI_odometry,05,image_0,stress,05_002571_001552,2571,1552,sequences/05/image_0/002571.png,sequences/05/image_0/001552.png,1019,5.029565111,86.013151629,oblique,ambiguous,
KITTI_odometry,05,image_0,stress,05_002571_001553,2571,1553,sequences/05/image_0/002571.png,sequences/05/image_0/001553.png,1018,4.940842123,86.225904156,oblique,positive,1
KITTI_odometry,05,image_0,stress,05_002571_001554,2571,1554,sequences/05/image_0/002571.png,sequences/05/image_0/001554.png,1017,4.863235649,86.423828489,oblique,positive,1
KITTI_odometry,05,image_0,stress,05_002571_001555,2571,1555,sequences/05/image_0/002571.png,sequences/05/image_0/001555.png,1016,4.800380766,86.591195880,oblique,positive,1
KITTI_odometry,05,image_0,stress,05_002571_001556,2571,1556,sequences/05/image_0/002571.png,sequences/05/image_0/001556.png,1015,4.756811168,86.694700404,oblique,positive,1
KITTI_odometry,05,image_0,stress,05_002571_001557,2571,1557,sequences/05/image_0/002571.png,sequences/05/image_0/001557.png,1014,4.740764716,86.680824302,oblique,positive,1
KITTI_odometry,05,image_0,stress,05_002571_001558,2571,1558,sequences/05/image_0/002571.png,sequences/05/image_0/001558.png,1013,4.761374357,86.629622672,oblique,positive,1
KITTI_odometry,05,image_0,stress,05_002571_001559,2571,1559,sequences/05/image_0/002571.png,sequences/05/image_0/001559.png,1012,4.827071942,86.568667545,oblique,positive,1
KITTI_odometry,05,image_0,stress,05_002571_001560,2571,1560,sequences/05/image_0/002571.png,sequences/05/image_0/001560.png,1011,4.940668165,86.510118003,oblique,positive,1
KITTI_odometry,05,image_0,stress,05_002571_001561,2571,1561,sequences/05/image_0/002571.png,sequences/05/image_0/001561.png,1010,5.101635274,86.433986355,oblique,ambiguous,
KITTI_odometry,05,image_0,stress,05_002571_001562,2571,1562,sequences/05/image_0/002571.png,sequences/05/image_0/001562.png,1009,5.308035913,86.326606000,oblique,ambiguous,
KITTI_odometry,05,image_0,stress,05_002571_001563,2571,1563,sequences/05/image_0/002571.png,sequences/05/image_0/001563.png,1008,5.569068968,86.283891654,oblique,ambiguous,
KITTI_odometry,05,image_0,stress,05_002571_001564,2571,1564,sequences/05/image_0/002571.png,sequences/05/image_0/001564.png,1007,5.883959321,86.258415661,oblique,ambiguous,
KITTI_odometry,05,image_0,stress,05_002571_001565,2571,1565,sequences/05/image_0/002571.png,sequences/05/image_0/001565.png,1006,6.242836513,86.216665560,oblique,ambiguous,
KITTI_odometry,05,image_0,stress,05_002571_001566,2571,1566,sequences/05/image_0/002571.png,sequences/05/image_0/001566.png,1005,6.639997866,86.233283813,oblique,ambiguous,
KITTI_odometry,05,image_0,stress,05_002571_001567,2571,1567,sequences/05/image_0/002571.png,sequences/05/image_0/001567.png,1004,7.067006981,86.324822526,oblique,ambiguous,
KITTI_odometry,05,image_0,stress,05_002572_000792,2572,792,sequences/05/image_0/002572.png,sequences/05/image_0/000792.png,1780,5.565316163,70.129808362,oblique,ambiguous,
KITTI_odometry,05,image_0,stress,05_002572_000793,2572,793,sequences/05/image_0/002572.png,sequences/05/image_0/000793.png,1779,5.387647691,68.706341082,oblique,ambiguous,
KITTI_odometry,05,image_0,stress,05_002572_000794,2572,794,sequences/05/image_0/002572.png,sequences/05/image_0/000794.png,1778,5.234106683,67.057608772,oblique,ambiguous,
KITTI_odometry,05,image_0,stress,05_002572_000795,2572,795,sequences/05/image_0/002572.png,sequences/05/image_0/000795.png,1777,5.125312293,65.424540997,oblique,ambiguous,
KITTI_odometry,05,image_0,stress,05_002572_000796,2572,796,sequences/05/image_0/002572.png,sequences/05/image_0/000796.png,1776,5.043642245,63.615012964,oblique,ambiguous,
KITTI_odometry,05,image_0,stress,05_002572_000797,2572,797,sequences/05/image_0/002572.png,sequences/05/image_0/000797.png,1775,4.992232852,61.751495999,oblique,positive,1
KITTI_odometry,05,image_0,stress,05_002572_000798,2572,798,sequences/05/image_0/002572.png,sequences/05/image_0/000798.png,1774,4.985539642,59.839507799,oblique,positive,1
KITTI_odometry,05,image_0,stress,05_002572_000799,2572,799,sequences/05/image_0/002572.png,sequences/05/image_0/000799.png,1773,5.018154105,57.816109322,oblique,ambiguous,
KITTI_odometry,05,image_0,stress,05_002572_000800,2572,800,sequences/05/image_0/002572.png,sequences/05/image_0/000800.png,1772,5.068621011,55.694777013,oblique,ambiguous,
KITTI_odometry,05,image_0,stress,05_002572_000801,2572,801,sequences/05/image_0/002572.png,sequences/05/image_0/000801.png,1771,5.164766353,53.503038766,oblique,ambiguous,
KITTI_odometry,05,image_0,stress,05_002572_000802,2572,802,sequences/05/image_0/002572.png,sequences/05/image_0/000802.png,1770,5.272939132,51.236057715,oblique,ambiguous,
KITTI_odometry,05,image_0,stress,05_002572_000803,2572,803,sequences/05/image_0/002572.png,sequences/05/image_0/000803.png,1769,5.427798780,48.881894431,oblique,ambiguous,
KITTI_odometry,05,image_0,stress,05_002572_000804,2572,804,sequences/05/image_0/002572.png,sequences/05/image_0/000804.png,1768,5.603859211,46.510023902,oblique,ambiguous,
