dataset,sequence,camera,split,pair_id,query_frame,reference_frame,query_image_path,reference_image_path,temporal_separation_frames,spatial_distance_m,heading_difference_deg,traversal_class,pair_class,binary_label
KITTI_odometry,05,image_0,calibration,05_001292_000575,1292,575,sequences/05/image_0/001292.png,sequences/05/image_0/000575.png,717,24.068321804,57.975756138,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000576,1292,576,sequences/05/image_0/001292.png,sequences/05/image_0/000576.png,716,24.921822606,58.602680724,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000577,1292,577,sequences/05/image_0/001292.png,sequences/05/image_0/000577.png,715,25.783624372,59.189388689,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000578,1292,578,sequences/05/image_0/001292.png,sequences/05/image_0/000578.png,714,26.647756962,59.705862056,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000579,1292,579,sequences/05/image_0/001292.png,sequences/05/image_0/000579.png,713,27.516803136,60.215544272,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000580,1292,580,sequences/05/image_0/001292.png,sequences/05/image_0/000580.png,712,28.385712923,60.675282701,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000581,1292,581,sequences/05/image_0/001292.png,sequences/05/image_0/000581.png,711,29.255432186,61.019314073,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000582,1292,582,sequences/05/image_0/001292.png,sequences/05/image_0/000582.png,710,30.125811233,61.248221134,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000583,1292,583,sequences/05/image_0/001292.png,sequences/05/image_0/000583.png,709,30.999054420,61.380398265,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000584,1292,584,sequences/05/image_0/001292.png,sequences/05/image_0/000584.png,708,31.878935247,61.459390339,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000585,1292,585,sequences/05/image_0/001292.png,sequences/05/image_0/000585.png,707,32.759647905,61.502238294,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000586,1292,586,sequences/05/image_0/001292.png,sequences/05/image_0/000586.png,706,33.645428813,61.547288888,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000587,1292,587,sequences/05/image_0/001292.png,sequences/05/image_0/000587.png,705,34.532330537,61.600293678,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000588,1292,588,sequences/05/image_0/001292.png,sequences/05/image_0/000588.png,704,35.421446487,61.650395241,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000589,1292,589,sequences/05/image_0/001292.png,sequences/05/image_0/000589.png,703,36.312624497,61.676943287,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000590,1292,590,sequences/05/image_0/001292.png,sequences/05/image_0/000590.png,702,37.202416524,61.680529016,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000591,1292,591,sequences/05/image_0/001292.png,sequences/05/image_0/000591.png,701,38.093430585,61.664283781,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000592,1292,592,sequences/05/image_0/001292.png,sequences/05/image_0/000592.png,700,38.985895447,61.632106634,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000593,1292,593,sequences/05/image_0/001292.png,sequences/05/image_0/000593.png,699,39.874154532,61.586513918,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000594,1292,594,sequences/05/image_0/001292.png,sequences/05/image_0/000594.png,698,40.760636665,61.523817508,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000595,1292,595,sequences/05/image_0/001292.png,sequences/05/image_0/000595.png,697,41.651615471,61.507569840,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000596,1292,596,sequences/05/image_0/001292.png,sequences/05/image_0/000596.png,696,42.547955787,61.457111608,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000597,1292,597,sequences/05/image_0/001292.png,sequences/05/image_0/000597.png,695,43.439844888,61.427095696,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000598,1292,598,sequences/05/image_0/001292.png,sequences/05/image_0/000598.png,694,44.331062296,61.407710298,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000599,1292,599,sequences/05/image_0/001292.png,sequences/05/image_0/000599.png,693,45.223492345,61.392651493,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000600,1292,600,sequences/05/image_0/001292.png,sequences/05/image_0/000600.png,692,46.116529412,61.393366534,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000601,1292,601,sequences/05/image_0/001292.png,sequences/05/image_0/000601.png,691,47.009568772,61.449751835,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000602,1292,602,sequences/05/image_0/001292.png,sequences/05/image_0/000602.png,690,47.899607555,61.543640430,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000603,1292,603,sequences/05/image_0/001292.png,sequences/05/image_0/000603.png,689,48.811508830,61.664282974,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000604,1292,604,sequences/05/image_0/001292.png,sequences/05/image_0/000604.png,688,49.675037704,61.741953832,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000605,1292,605,sequences/05/image_0/001292.png,sequences/05/image_0/000605.png,687,50.558814283,61.807246834,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000606,1292,606,sequences/05/image_0/001292.png,sequences/05/image_0/000606.png,686,51.439826274,61.855709366,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000607,1292,607,sequences/05/image_0/001292.png,sequences/05/image_0/000607.png,685,52.317551521,61.884804322,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000608,1292,608,sequences/05/image_0/001292.png,sequences/05/image_0/000608.png,684,53.197500932,61.929492120,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000609,1292,609,sequences/05/image_0/001292.png,sequences/05/image_0/000609.png,683,54.073616532,61.960568019,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000610,1292,610,sequences/05/image_0/001292.png,sequences/05/image_0/000610.png,682,54.948711246,62.010428565,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000611,1292,611,sequences/05/image_0/001292.png,sequences/05/image_0/000611.png,681,55.823448049,62.048753214,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000612,1292,612,sequences/05/image_0/001292.png,sequences/05/image_0/000612.png,680,56.692920333,62.094531088,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000613,1292,613,sequences/05/image_0/001292.png,sequences/05/image_0/000613.png,679,57.568153320,62.108698146,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000614,1292,614,sequences/05/image_0/001292.png,sequences/05/image_0/000614.png,678,58.436738864,62.125416415,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000615,1292,615,sequences/05/image_0/001292.png,sequences/05/image_0/000615.png,677,59.308401674,62.138700056,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000616,1292,616,sequences/05/image_0/001292.png,sequences/05/image_0/000616.png,676,60.184133051,62.178560203,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000617,1292,617,sequences/05/image_0/001292.png,sequences/05/image_0/000617.png,675,61.063600064,62.222501699,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000618,1292,618,sequences/05/image_0/001292.png,sequences/05/image_0/000618.png,674,61.947061078,62.280615735,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000619,1292,619,sequences/05/image_0/001292.png,sequences/05/image_0/000619.png,673,62.836186687,62.339233096,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000620,1292,620,sequences/05/image_0/001292.png,sequences/05/image_0/000620.png,672,63.729035116,62.385557368,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000621,1292,621,sequences/05/image_0/001292.png,sequences/05/image_0/000621.png,671,64.617001818,62.451253913,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000622,1292,622,sequences/05/image_0/001292.png,sequences/05/image_0/000622.png,670,65.516231718,62.510195663,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000623,1292,623,sequences/05/image_0/001292.png,sequences/05/image_0/000623.png,669,66.418891383,62.582352897,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000624,1292,624,sequences/05/image_0/001292.png,sequences/05/image_0/000624.png,668,67.323546639,62.625590428,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000625,1292,625,sequences/05/image_0/001292.png,sequences/05/image_0/000625.png,667,68.230409015,62.681989912,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000626,1292,626,sequences/05/image_0/001292.png,sequences/05/image_0/000626.png,666,69.138067304,62.671116710,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000627,1292,627,sequences/05/image_0/001292.png,sequences/05/image_0/000627.png,665,70.058824258,62.705815781,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000628,1292,628,sequences/05/image_0/001292.png,sequences/05/image_0/000628.png,664,70.980719001,62.672299272,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000629,1292,629,sequences/05/image_0/001292.png,sequences/05/image_0/000629.png,663,71.907217818,62.576835718,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000630,1292,630,sequences/05/image_0/001292.png,sequences/05/image_0/000630.png,662,72.836868116,62.393440840,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000631,1292,631,sequences/05/image_0/001292.png,sequences/05/image_0/000631.png,661,73.770856110,62.173404300,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000632,1292,632,sequences/05/image_0/001292.png,sequences/05/image_0/000632.png,660,74.719055436,61.907467463,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000633,1292,633,sequences/05/image_0/001292.png,sequences/05/image_0/000633.png,659,75.656107566,61.624753765,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000634,1292,634,sequences/05/image_0/001292.png,sequences/05/image_0/000634.png,658,76.604760635,61.320842950,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000635,1292,635,sequences/05/image_0/001292.png,sequences/05/image_0/000635.png,657,77.559187284,61.024477254,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000636,1292,636,sequences/05/image_0/001292.png,sequences/05/image_0/000636.png,656,78.515445752,60.764854325,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000637,1292,637,sequences/05/image_0/001292.png,sequences/05/image_0/000637.png,655,79.478733560,60.570537085,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000638,1292,638,sequences/05/image_0/001292.png,sequences/05/image_0/000638.png,654,80.441712548,60.468891389,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000639,1292,639,sequences/05/image_0/001292.png,sequences/05/image_0/000639.png,653,81.411097396,60.414674425,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000640,1292,640,sequences/05/image_0/001292.png,sequences/05/image_0/000640.png,652,82.385126199,60.357566703,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000641,1292,641,sequences/05/image_0/001292.png,sequences/05/image_0/000641.png,651,83.363199112,60.303504399,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000642,1292,642,sequences/05/image_0/001292.png,sequences/05/image_0/000642.png,650,84.345531057,60.257686653,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000643,1292,643,sequences/05/image_0/001292.png,sequences/05/image_0/000643.png,649,85.349696557,60.215985539,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000644,1292,644,sequences/05/image_0/001292.png,sequences/05/image_0/000644.png,648,86.318323148,60.165501012,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000645,1292,645,sequences/05/image_0/001292.png,sequences/05/image_0/000645.png,647,87.298865826,60.138496403,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000646,1292,646,sequences/05/image_0/001292.png,sequences/05/image_0/000646.png,646,88.279589053,60.116265140,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000647,1292,647,sequences/05/image_0/001292.png,sequences/05/image_0/000647.png,645,89.257412166,60.097917161,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000648,1292,648,sequences/05/image_0/001292.png,sequences/05/image_0/000648.png,644,90.233702701,60.056682771,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000649,1292,649,sequences/05/image_0/001292.png,sequences/05/image_0/000649.png,643,91.208242642,60.037605778,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000650,1292,650,sequences/05/image_0/001292.png,sequences/05/image_0/000650.png,642,92.180731079,59.999040439,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000651,1292,651,sequences/05/image_0/001292.png,sequences/05/image_0/000651.png,641,93.155329812,59.970063688,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000652,1292,652,sequences/05/image_0/001292.png,sequences/05/image_0/000652.png,640,94.130050714,59.949072553,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000653,1292,653,sequences/05/image_0/001292.png,sequences/05/image_0/000653.png,639,95.105822963,59.926848448,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000654,1292,654,sequences/05/image_0/001292.png,sequences/05/image_0/000654.png,638,96.080581931,59.895988323,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000655,1292,655,sequences/05/image_0/001292.png,sequences/05/image_0/000655.png,637,97.054420577,59.919186148,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000656,1292,656,sequences/05/image_0/001292.png,sequences/05/image_0/000656.png,636,98.030357257,59.917107488,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000657,1292,657,sequences/05/image_0/001292.png,sequences/05/image_0/000657.png,635,99.003689739,59.952838173,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000658,1292,658,sequences/05/image_0/001292.png,sequences/05/image_0/000658.png,634,99.977153118,59.965074723,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000659,1292,659,sequences/05/image_0/001292.png,sequences/05/image_0/000659.png,633,100.952889371,59.963935121,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000660,1292,660,sequences/05/image_0/001292.png,sequences/05/image_0/000660.png,632,101.926541713,59.958984841,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000661,1292,661,sequences/05/image_0/001292.png,sequences/05/image_0/000661.png,631,102.902173805,59.975375507,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000662,1292,662,sequences/05/image_0/001292.png,sequences/05/image_0/000662.png,630,103.874981910,59.977648778,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000663,1292,663,sequences/05/image_0/001292.png,sequences/05/image_0/000663.png,629,104.848286385,59.981248933,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000664,1292,664,sequences/05/image_0/001292.png,sequences/05/image_0/000664.png,628,105.825771446,59.971850883,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000665,1292,665,sequences/05/image_0/001292.png,sequences/05/image_0/000665.png,627,106.798612690,59.981085132,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000666,1292,666,sequences/05/image_0/001292.png,sequences/05/image_0/000666.png,626,107.774175239,59.952242150,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000667,1292,667,sequences/05/image_0/001292.png,sequences/05/image_0/000667.png,625,108.744731982,59.935039051,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000668,1292,668,sequences/05/image_0/001292.png,sequences/05/image_0/000668.png,624,109.716874357,59.898072930,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000669,1292,669,sequences/05/image_0/001292.png,sequences/05/image_0/000669.png,623,110.688418349,59.887677203,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000670,1292,670,sequences/05/image_0/001292.png,sequences/05/image_0/000670.png,622,111.660237923,59.864422816,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000671,1292,671,sequences/05/image_0/001292.png,sequences/05/image_0/000671.png,621,112.627665254,59.847367988,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000672,1292,672,sequences/05/image_0/001292.png,sequences/05/image_0/000672.png,620,113.594179649,59.864043656,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000673,1292,673,sequences/05/image_0/001292.png,sequences/05/image_0/000673.png,619,114.561631984,59.986486512,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000674,1292,674,sequences/05/image_0/001292.png,sequences/05/image_0/000674.png,618,115.529023227,60.109343542,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000675,1292,675,sequences/05/image_0/001292.png,sequences/05/image_0/000675.png,617,116.504571047,60.256522602,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000676,1292,676,sequences/05/image_0/001292.png,sequences/05/image_0/000676.png,616,117.474231655,60.382963943,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000677,1292,677,sequences/05/image_0/001292.png,sequences/05/image_0/000677.png,615,118.444716631,60.512794488,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000678,1292,678,sequences/05/image_0/001292.png,sequences/05/image_0/000678.png,614,119.413506424,60.642576716,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000679,1292,679,sequences/05/image_0/001292.png,sequences/05/image_0/000679.png,613,120.381159780,60.790165659,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000680,1292,680,sequences/05/image_0/001292.png,sequences/05/image_0/000680.png,612,121.354018657,60.906465339,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000681,1292,681,sequences/05/image_0/001292.png,sequences/05/image_0/000681.png,611,122.325073209,61.031934680,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000682,1292,682,sequences/05/image_0/001292.png,sequences/05/image_0/000682.png,610,123.310424291,61.118261872,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000683,1292,683,sequences/05/image_0/001292.png,sequences/05/image_0/000683.png,609,124.259249824,61.212209794,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000684,1292,684,sequences/05/image_0/001292.png,sequences/05/image_0/000684.png,608,125.227355478,61.253217075,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000685,1292,685,sequences/05/image_0/001292.png,sequences/05/image_0/000685.png,607,126.202204106,61.291203290,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000686,1292,686,sequences/05/image_0/001292.png,sequences/05/image_0/000686.png,606,127.177611798,61.305258339,oblique,negative,0
KITTI_odometry,05,image_0,calibration,05_001292_000687,1292,687,sequences/05/image_0/001292.png,sequences/05/image_0/000687.png,605,128.159223984,61.332541725,oblique,negative,0
